date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:29:14	15981/15981	---M--	200	added ('OK')	image/jpeg	date:Mon,%2031%20Jul%202023%2015:10:25%20GMT	https://demo.graygrids.com/themes/bright/assets/img/flicker/img1.jpg	C:/Users/Adalr/Downloads/HomeDemo/demo.graygrids.com/themes/bright/assets/img/flicker/img1.jpg	(from https://demo.graygrids.com/themes/bright/)
21:29:15	14182/14182	---M--	200	added ('OK')	image/jpeg	date:Mon,%2031%20Jul%202023%2015:10:25%20GMT	https://demo.graygrids.com/themes/bright/assets/img/flicker/img2.jpg	C:/Users/Adalr/Downloads/HomeDemo/demo.graygrids.com/themes/bright/assets/img/flicker/img2.jpg	(from https://demo.graygrids.com/themes/bright/)
21:29:15	12768/12768	---M--	200	added ('OK')	image/jpeg	date:Mon,%2031%20Jul%202023%2015:10:25%20GMT	https://demo.graygrids.com/themes/bright/assets/img/flicker/img3.jpg	C:/Users/Adalr/Downloads/HomeDemo/demo.graygrids.com/themes/bright/assets/img/flicker/img3.jpg	(from https://demo.graygrids.com/themes/bright/)
21:29:15	15019/15019	---M--	200	added ('OK')	image/jpeg	date:Mon,%2031%20Jul%202023%2015:10:24%20GMT	https://demo.graygrids.com/themes/bright/assets/img/flicker/img4.jpg	C:/Users/Adalr/Downloads/HomeDemo/demo.graygrids.com/themes/bright/assets/img/flicker/img4.jpg	(from https://demo.graygrids.com/themes/bright/)
21:29:16	15124/15124	---M--	200	added ('OK')	image/jpeg	date:Mon,%2031%20Jul%202023%2015:10:24%20GMT	https://demo.graygrids.com/themes/bright/assets/img/flicker/img5.jpg	C:/Users/Adalr/Downloads/HomeDemo/demo.graygrids.com/themes/bright/assets/img/flicker/img5.jpg	(from https://demo.graygrids.com/themes/bright/)
21:29:16	12453/12453	---M--	200	added ('OK')	image/jpeg	date:Mon,%2031%20Jul%202023%2015:10:25%20GMT	https://demo.graygrids.com/themes/bright/assets/img/flicker/img6.jpg	C:/Users/Adalr/Downloads/HomeDemo/demo.graygrids.com/themes/bright/assets/img/flicker/img6.jpg	(from https://demo.graygrids.com/themes/bright/)
21:29:17	84349/84349	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2031%20Jul%202023%2015:10:21%20GMT	https://demo.graygrids.com/themes/bright/assets/js/jquery.min.js	C:/Users/Adalr/Downloads/HomeDemo/demo.graygrids.com/themes/bright/assets/js/jquery.min.js	(from https://demo.graygrids.com/themes/bright/)
21:29:17	36816/36816	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2031%20Jul%202023%2015:10:21%20GMT	https://demo.graygrids.com/themes/bright/assets/js/bootstrap.min.js	C:/Users/Adalr/Downloads/HomeDemo/demo.graygrids.com/themes/bright/assets/js/bootstrap.min.js	(from https://demo.graygrids.com/themes/bright/)
21:29:17	2363/2363	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2031%20Jul%202023%2015:10:21%20GMT	https://demo.graygrids.com/themes/bright/assets/js/color-switcher.js	C:/Users/Adalr/Downloads/HomeDemo/demo.graygrids.com/themes/bright/assets/js/color-switcher.js	(from https://demo.graygrids.com/themes/bright/)
21:29:17	50986/50986	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2031%20Jul%202023%2015:10:21%20GMT	https://demo.graygrids.com/themes/bright/assets/js/jquery.mixitup.js	C:/Users/Adalr/Downloads/HomeDemo/demo.graygrids.com/themes/bright/assets/js/jquery.mixitup.js	(from https://demo.graygrids.com/themes/bright/)
21:29:18	6797/6797	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2031%20Jul%202023%2015:10:21%20GMT	https://demo.graygrids.com/themes/bright/assets/js/nivo-lightbox.min.js	C:/Users/Adalr/Downloads/HomeDemo/demo.graygrids.com/themes/bright/assets/js/nivo-lightbox.min.js	(from https://demo.graygrids.com/themes/bright/)
21:29:18	10006/10006	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2031%20Jul%202023%2015:10:21%20GMT	https://demo.graygrids.com/themes/bright/assets/js/jquery.countdown.js	C:/Users/Adalr/Downloads/HomeDemo/demo.graygrids.com/themes/bright/assets/js/jquery.countdown.js	(from https://demo.graygrids.com/themes/bright/)
21:29:19	394/394	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2031%20Jul%202023%2015:10:22%20GMT	https://demo.graygrids.com/themes/bright/assets/js/jquery.counterup.min.js	C:/Users/Adalr/Downloads/HomeDemo/demo.graygrids.com/themes/bright/assets/js/jquery.counterup.min.js	(from https://demo.graygrids.com/themes/bright/)
21:29:19	14916/14916	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2031%20Jul%202023%2015:10:21%20GMT	https://demo.graygrids.com/themes/bright/assets/js/owl.carousel.min.js	C:/Users/Adalr/Downloads/HomeDemo/demo.graygrids.com/themes/bright/assets/js/owl.carousel.min.js	(from https://demo.graygrids.com/themes/bright/)
21:29:19	6055/6055	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2031%20Jul%202023%2015:10:21%20GMT	https://demo.graygrids.com/themes/bright/assets/js/form-validator.min.js	C:/Users/Adalr/Downloads/HomeDemo/demo.graygrids.com/themes/bright/assets/js/form-validator.min.js	(from https://demo.graygrids.com/themes/bright/)
21:29:20	1600/1600	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2031%20Jul%202023%2015:10:21%20GMT	https://demo.graygrids.com/themes/bright/assets/js/contact-form-script.js	C:/Users/Adalr/Downloads/HomeDemo/demo.graygrids.com/themes/bright/assets/js/contact-form-script.js	(from https://demo.graygrids.com/themes/bright/)
21:29:21	113138/113138	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2031%20Jul%202023%2015:10:21%20GMT	https://demo.graygrids.com/themes/bright/assets/js/jquery.themepunch.revolution.min.js	C:/Users/Adalr/Downloads/HomeDemo/demo.graygrids.com/themes/bright/assets/js/jquery.themepunch.revolution.min.js	(from https://demo.graygrids.com/themes/bright/)
21:29:21	98511/98511	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2031%20Jul%202023%2015:10:22%20GMT	https://demo.graygrids.com/themes/bright/assets/js/jquery.themepunch.tools.min.js	C:/Users/Adalr/Downloads/HomeDemo/demo.graygrids.com/themes/bright/assets/js/jquery.themepunch.tools.min.js	(from https://demo.graygrids.com/themes/bright/)
21:29:21	21111/21111	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2031%20Jul%202023%2015:10:21%20GMT	https://demo.graygrids.com/themes/bright/assets/js/jquery.slicknav.js	C:/Users/Adalr/Downloads/HomeDemo/demo.graygrids.com/themes/bright/assets/js/jquery.slicknav.js	(from https://demo.graygrids.com/themes/bright/)
21:29:22	5361/5361	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2031%20Jul%202023%2015:10:21%20GMT	https://demo.graygrids.com/themes/bright/assets/js/main.js	C:/Users/Adalr/Downloads/HomeDemo/demo.graygrids.com/themes/bright/assets/js/main.js	(from https://demo.graygrids.com/themes/bright/)
21:29:22	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Oct%202025%2015:59:21%20GMT	https://demo.graygrids.com/themes/bright/assets/fonts/glyphicons-halflings-regular.eot	C:/Users/Adalr/Downloads/HomeDemo/demo.graygrids.com/themes/bright/assets/fonts/glyphicons-halflings-regular.eot	(from https://demo.graygrids.com/themes/bright/assets/css/bootstrap.min.css)
21:29:22	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Oct%202025%2015:59:21%20GMT	https://demo.graygrids.com/themes/bright/assets/fonts/glyphicons-halflings-regular.eot?	C:/Users/Adalr/Downloads/HomeDemo/demo.graygrids.com/themes/bright/assets/fonts/glyphicons-halflings-regulard41d.eot	(from https://demo.graygrids.com/themes/bright/assets/css/bootstrap.min.css)
21:29:23	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Oct%202025%2015:59:22%20GMT	https://demo.graygrids.com/themes/bright/assets/fonts/glyphicons-halflings-regular.woff2	C:/Users/Adalr/Downloads/HomeDemo/demo.graygrids.com/themes/bright/assets/fonts/glyphicons-halflings-regular.woff2	(from https://demo.graygrids.com/themes/bright/assets/css/bootstrap.min.css)
21:29:23	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Oct%202025%2015:59:22%20GMT	https://demo.graygrids.com/themes/bright/assets/fonts/glyphicons-halflings-regular.woff	C:/Users/Adalr/Downloads/HomeDemo/demo.graygrids.com/themes/bright/assets/fonts/glyphicons-halflings-regular.woff	(from https://demo.graygrids.com/themes/bright/assets/css/bootstrap.min.css)
